23 39 2 91 69 17 36 6 7 71 38 90 17 82 97 63 14 2 74 37 61 62 57 44 24 7 33 62 15 9 52 63 10 74 81 88 7 20 20 73 39 11 32 16 72 98 54 78 77 80 29 100 67 49 58 57 39 76 55 40 73 80 8 79 95 13 98 27 81 28 34 85 11 21 31 23 71 10 21 1 53 58 89 77 61 38 5 30 37 91 37 90 59 10 88 30 34 81 76 85
26 55 15 70 29 83 20 35 19 10 8 22 40 77 96 73 37 57 16 60 89 39 90 52 35 65 70 64 57 11 77 6 56 95 42 78 33 4 12 30 87 74 76 3 98 87 35 74 6 98 97 23 61 67 84 57 36 24 75 56 82 63 12 61 45 53 43 42 86 14 21 43 53 89 64 37 85 52 98 71 5 59 12 41 33 42 15 99 52 66 1 85 70 60 53 7 25 67 47 80
97 64 81 57 98 7 27 35 71 17 37 57 90 63 16 4 81 78 31 91 21 40 71 2 71 53 12 29 15 60 16 83 20 64 92 38 66 91 35 54 62 61 32 59 71 19 50 25 77 66 96 18 9 36 99 54 44 65 35 1 37 93 39 76 75 85 63 20 58 69 62 45 43 71 98 70 49 59 42 25 90 31 74 50 30 100 53 6 41 96 61 91 49 50 85 84 20 64 5 17
65 76 43 13 57 13 68 59 2 93 19 53 84 20 10 61 34 44 80 89 51 84 11 43 87 69 49 41 81 92 98 63 70 5 80 9 31 81 88 37 30 96 12 56 13 98 82 91 13 57 22 89 39 4 6 42 8 38 46 48 56 19 32 68 53 73 88 24 22 23 11 79 49 80 88 31 64 75 19 30 60 82 33 59 33 86 2 60 37 87 70 21 10 57 45 76 39 82 55 89
33 59 39 26 50 62 14 31 49 74 46 74 38 90 38 3 85 51 36 2 73 88 100 96 7 78 96 64 37 100 30 78 46 29 82 25 80 33 87 97 93 99 85 88 18 81 13 81 83 6 40 57 5 75 47 94 17 12 38 42 96 54 23 26 17 70 47 68 65 35 22 33 62 38 96 44 15 60 10 19 97 29 87 93 87 51 72 47 12 51 2 34 69 16 59 48 87 96 87 34
75 49 82 48 14 87 30 61 4 80 72 42 79 29 83 9 82 60 90 39 84 53 15 18 6 5 39 64 15 13 31 69 18 50 59 48 86 96 90 70 54 76 96 94 20 54 84 13 63 79 53 36 5 89 48 28 57 57 31 47 13 88 48 70 83 46 8 51 36 25 16 59 12 85 28 83 82 77 3 7 43 32 17 73 27 9 98 71 27 76 28 30 43 100 19 77 1 36 19 17
70 33 23 15 85 4 17 2 46 31 76 42 3 23 34 7 17 95 54 68 15 96 9 61 58 100 47 66 76 14 58 65 29 79 6 94 85 67 39 59 83 4 8 62 52 55 88 14 63 92 57 10 11 42 78 19 9 17 36 80 82 75 71 92 42 49 77 68 38 59 65 78 56 13 90 15 84 84 99 71 93 28 56 58 30 53 44 59 52 54 94 13 41 55 41 86 33 48 20 88
61 9 12 11 12 56 13 96 95 48 17 72 8 76 72 72 43 86 16 53 46 86 97 55 93 7 37 77 40 46 14 74 65 28 20 85 62 29 14 45 72 48 15 98 36 74 29 55 72 99 80 79 87 83 72 4 78 85 89 35 4 24 35 90 98 40 44 45 1 24 19 73 85 52 9 19 95 82 4 12 96 68 28 49 54 59 44 21 48 40 93 42 100 73 77 11 7 20 21 97
80 7 87 11 35 57 85 55 63 78 57 54 35 28 97 66 15 45 56 15 37 87 87 76 63 68 86 40 6 29 51 77 8 1 27 39 28 99 18 98 33 38 42 16 1 64 96 56 23 17 49 69 91 30 65 72 86 46 10 51 95 6 56 3 59 10 41 74 55 74 52 91 82 54 38 15 52 3 42 22 80 59 89 47 12 56 14 32 56 76 52 68 11 51 40 96 44 29 43 100
22 10 66 82 15 68 66 25 100 45 45 94 83 19 31 14 19 33 26 23 78 20 98 98 84 10 23 99 81 64 60 97 73 98 75 58 88 73 83 82 80 42 81 41 20 57 9 61 57 81 39 36 76 8 46 65 10 40 60 58 5 8 48 37 10 83 12 79 77 65 50 60 75 71 95 6 58 74 84 25 42 78 61 65 20 8 58 14 44 92 11 65 83 23 6 32 91 57 57 68
67 79 21 47 48 37 50 53 100 44 87 77 7 81 83 43 9 43 13 72 87 50 37 33 93 85 78 20 43 11 75 85 19 45 40 84 90 85 51 17 77 91 11 40 72 49 83 43 17 86 90 95 88 68 12 83 86 55 66 47 3 47 40 24 28 44 99 63 25 29 18 20 10 38 13 65 99 70 95 68 5 85 44 99 80 17 77 49 20 21 24 89 99 80 22 93 57 6 53 47
87 93 31 57 79 37 97 96 58 30 69 31 40 61 25 48 87 74 57 60 99 37 100 49 65 68 54 21 26 78 18 33 7 83 62 48 71 14 92 67 16 37 11 98 21 35 58 66 19 56 12 29 58 45 4 54 7 51 65 48 31 50 11 48 29 4 41 13 92 84 43 19 18 5 37 61 90 18 98 91 61 58 79 1 11 3 33 28 20 71 94 78 68 55 15 100 37 31 39 16
7 31 54 82 80 59 9 15 64 77 69 3 81 66 74 31 92 19 38 55 1 79 46 31 74 54 24 86 86 11 68 47 9 68 70 65 65 71 3 50 61 6 82 50 48 33 96 3 46 9 45 31 94 85 81 14 99 75 95 97 43 18 6 46 70 44 83 23 100 88 60 90 62 81 24 18 9 92 100 59 5 38 26 6 26 6 41 40 66 51 70 61 33 5 97 83 25 37 46 100
7 84 43 35 16 48 56 52 96 57 50 44 24 64 89 64 48 67 35 11 94 55 11 56 78 24 70 38 42 14 11 42 85 38 40 58 78 92 55 22 89 57 45 58 6 94 46 79 56 36 82 8 10 86 82 52 47 66 96 87 21 4 19 78 87 57 5 17 9 31 100 83 47 47 50 73 5 78 20 87 58 48 48 57 98 10 74 18 68 47 51 41 84 36 32 15 4 95 24 64
67 50 72 16 34 100 34 91 58 28 79 37 89 63 26 16 18 10 58 23 92 57 12 88 41 86 45 91 9 71 70 38 39 21 92 91 90 82 23 47 66 29 16 26 18 31 64 4 47 71 74 48 60 71 17 79 12 9 40 51 92 93 62 68 53 99 53 74 10 17 41 83 10 58 60 88 67 45 17 100 71 82 76 24 99 17 56 65 8 16 67 20 39 22 21 42 91 29 45 67
37 11 33 26 82 71 36 17 81 39 79 69 12 65 83 22 76 75 20 22 85 80 93 78 44 73 6 4 11 6 83 99 74 34 84 27 99 74 54 80 82 4 64 81 70 38 83 39 62 32 88 52 39 59 10 89 8 21 57 54 62 60 27 44 78 19 41 92 41 94 45 52 17 98 48 66 72 14 41 31 60 16 35 58 32 19 13 7 38 50 79 54 32 21 42 74 93 41 25 98
21 64 66 60 64 40 64 3 12 51 65 59 31 28 75 46 7 7 37 64 77 84 87 61 37 69 2 14 56 18 34 94 47 98 52 47 6 52 7 73 72 25 47 71 37 10 50 65 58 98 71 36 80 88 79 16 17 13 51 48 44 72 47 97 19 26 78 66 52 65 6 6 5 18 92 43 61 67 59 20 78 66 18 42 79 41 21 51 79 95 39 76 44 65 66 69 63 91 73 39
61 3 48 43 87 15 54 75 40 93 89 81 4 77 61 34 84 100 75 74 30 93 7 75 62 22 68 81 93 80 100 49 19 88 32 5 74 90 15 25 3 57 41 54 20 53 89 27 53 65 100 79 61 95 94 8 91 18 67 27 72 42 85 62 68 49 41 23 59 69 44 70 46 87 99 93 88 83 89 34 79 62 25 32 36 72 39 29 39 99 37 91 27 89 91 63 41 62 45 72
93 36 37 16 74 87 70 49 51 45 99 19 38 6 37 92 11 45 57 84 33 96 62 28 26 69 35 72 90 35 18 14 79 95 76 31 32 7 86 68 29 82 30 7 13 53 43 92 61 13 88 99 18 1 71 21 53 84 61 62 84 26 97 37 42 37 83 8 99 12 84 74 30 69 95 93 5 23 54 23 5 51 64 24 96 38 5 2 39 73 78 14 43 37 59 83 70 68 64 18
65 60 35 25 15 43 21 94 59 83 33 92 24 2 95 44 38 73 87 97 25 23 79 82 52 55 66 42 12 52 86 13 24 18 62 42 32 1 34 50 31 58 97 35 43 39 75 93 74 2 34 84 47 89 31 8 86 16 60 40 21 52 88 65 91 99 40 89 16 82 38 48 79 29 29 18 62 20 59 96 78 48 54 90 71 61 97 69 86 28 98 32 88 97 77 11 68 58 68 91
47 10 73 15 8 71 65 26 74 69 20 22 42 67 57 15 88 27 92 75 63 12 66 58 8 59 17 66 54 59 73 8 72 60 87 40 93 3 51 33 1 96 28 75 10 6 55 45 90 9 70 8 9 61 5 37 53 24 99 18 99 83 94 83 54 48 49 58 49 49 11 88 85 70 18 84 45 16 23 69 51 68 17 94 29 1 97 3 39 60 87 93 70 55 69 49 30 32 59 45
20 36 25 93 98 15 5 85 54 79 99 3 31 27 9 13 77 5 58 77 87 91 7 32 95 6 52 57 30 70 28 97 100 8 18 65 38 30 94 74 41 74 77 99 87 42 31 39 19 85 67 29 53 39 36 8 72 76 95 23 81 87 55 72 64 7 45 83 86 49 68 41 90 54 53 20 39 49 24 97 69 61 31 29 39 91 19 60 8 72 53 54 72 68 18 50 32 33 27 43
83 11 58 48 12 69 93 25 7 35 49 87 78 78 6 10 25 98 76 93 86 72 28 62 27 43 39 2 28 25 95 16 96 97 62 32 90 78 91 27 51 31 71 42 100 37 49 60 69 84 46 40 34 47 66 64 60 13 93 61 98 41 27 48 41 53 6 73 29 95 19 3 34 71 75 75 93 54 38 20 26 43 30 49 73 32 64 71 84 88 44 33 98 63 93 83 95 63 59 22
94 46 22 18 93 70 63 24 70 83 8 68 5 10 86 7 98 1 53 18 81 30 9 91 20 2 28 65 59 48 8 80 82 86 79 62 85 63 3 1 69 71 53 2 3 68 93 36 69 37 3 65 90 87 56 23 14 13 68 20 31 25 80 68 33 46 35 51 11 48 52 59 73 32 90 29 39 88 11 84 84 98 5 12 52 49 49 71 61 8 82 2 90 22 11 64 56 83 43 73
13 68 6 30 28 89 73 61 35 6 10 88 36 70 73 85 5 23 41 3 27 76 19 97 92 51 10 39 21 73 31 73 50 87 70 43 50 97 95 18 89 93 11 65 96 45 7 13 56 30 10 44 78 99 79 77 51 100 42 4 82 35 58 63 30 46 71 49 56 24 88 75 85 49 11 99 80 38 32 92 10 11 35 20 49 92 82 20 95 50 41 47 14 12 1 40 57 47 98 35
14 17 12 24 56 58 72 72 66 53 14 4 12 46 71 12 77 77 42 50 2 38 53 50 100 11 93 72 32 74 67 22 88 49 22 18 35 39 35 64 19 9 22 56 36 54 39 62 10 47 33 32 93 81 64 77 79 26 59 14 18 39 1 51 43 80 49 43 57 43 56 84 77 18 39 42 78 89 26 62 41 23 51 41 38 95 89 82 63 74 32 42 49 36 51 47 15 73 26 76
70 24 88 99 71 4 94 60 91 27 57 38 89 9 53 87 64 18 82 39 31 33 85 20 92 55 49 10 58 77 62 75 52 69 65 89 54 70 5 47 90 69 77 82 11 14 99 32 85 86 46 22 83 79 6 73 83 87 83 52 97 43 56 14 2 13 34 29 66 96 67 72 75 89 74 29 58 48 51 60 99 87 76 89 65 20 45 4 62 14 38 54 11 15 94 19 45 40 44 59
27 67 62 45 61 13 57 93 90 58 41 9 39 6 91 15 3 44 83 14 87 22 95 32 67 23 71 21 43 72 55 60 30 52 81 24 24 82 85 56 51 4 95 79 26 58 76 55 50 1 91 28 27 36 97 91 9 74 14 69 24 47 42 26 59 15 34 86 63 68 82 41 77 50 79 51 76 15 45 46 59 80 23 87 91 39 79 76 11 87 18 41 16 31 40 15 24 48 89 19
66 50 54 77 18 74 50 55 24 63 82 69 89 83 23 72 22 63 37 18 24 41 58 80 7 46 2 63 18 25 50 72 65 84 64 53 88 63 54 91 57 63 22 11 73 4 98 29 38 5 36 29 69 37 22 100 59 73 96 99 99 64 71 66 15 74 15 35 100 70 47 70 97 6 98 93 57 70 28 55 14 95 84 97 32 39 5 58 34 45 12 57 16 100 31 27 95 76 89 45
91 79 81 55 22 79 18 27 27 8 73 45 69 36 77 69 22 42 91 38 38 74 35 66 87 13 18 97 53 8 36 84 17 90 17 32 19 92 42 32 98 87 51 63 19 74 81 35 81 54 49 58 10 82 99 12 52 66 96 36 89 48 59 63 42 75 1 100 94 12 94 59 82 86 90 46 9 69 51 28 55 28 64 35 42 37 44 71 74 17 73 63 44 88 98 7 6 13 81 59
3 16 21 57 59 1 55 26 89 17 84 39 21 36 12 84 47 33 11 48 86 84 22 7 51 81 40 93 90 97 30 55 84 12 91 13 1 28 62 10 17 76 29 67 88 57 2 2 90 44 16 55 89 17 62 10 30 50 12 94 14 14 41 48 39 18 49 100 97 18 83 87 19 9 68 73 2 79 84 22 57 45 93 28 81 96 20 53 79 88 57 28 12 13 18 97 16 76 94 50
45 55 41 18 32 36 83 11 32 71 77 77 93 78 37 100 89 4 85 39 27 67 78 66 25 96 51 38 83 7 31 64 50 15 31 64 82 77 10 68 2 47 41 17 50 73 54 47 70 88 23 98 61 99 10 3 76 9 2 34 28 6 8 51 65 37 81 92 65 99 54 55 90 52 11 82 69 69 79 20 36 11 40 11 66 27 20 69 42 51 76 82 98 84 88 83 9 40 90 56
94 31 8 32 12 56 15 59 79 78 8 40 86 95 85 95 23 16 2 91 18 90 2 21 64 45 67 67 93 34 22 48 17 96 100 35 94 16 99 4 43 55 35 68 9 34 92 74 81 10 64 59 66 47 8 64 73 22 48 21 33 99 14 74 87 93 15 30 95 66 1 6 2 32 6 61 47 50 20 23 5 71 92 95 84 54 29 42 32 54 93 41 35 10 74 48 16 65 87 7
23 29 67 6 52 9 60 37 100 40 42 12 71 59 2 48 26 38 73 39 95 80 32 60 48 76 64 99 100 26 94 70 98 32 20 1 53 4 30 70 45 82 89 2 43 1 98 85 49 95 94 40 14 27 68 31 54 63 8 19 92 36 12 6 30 67 53 90 48 59 96 11 75 13 65 18 82 51 10 76 73 8 56 85 17 31 38 34 41 51 90 95 42 41 58 35 30 10 26 18
100 99 75 14 20 14 22 58 60 41 53 16 69 46 99 27 58 40 60 34 16 12 21 88 39 91 90 78 6 28 42 19 12 92 32 46 51 66 7 87 39 34 23 4 52 58 72 96 71 32 13 60 14 18 16 2 8 100 29 17 26 52 48 88 81 83 11 75 76 34 10 3 9 26 83 57 17 12 43 16 6 60 7 22 74 56 93 51 64 4 49 88 55 23 46 28 24 36 36 58
20 5 79 80 79 32 83 38 64 53 71 62 8 12 36 50 18 54 26 83 68 32 81 70 3 49 92 46 62 70 63 45 73 65 42 50 35 24 4 41 77 29 4 100 36 8 61 68 46 99 75 30 21 13 32 85 31 35 69 95 8 98 29 74 50 46 23 23 31 76 41 95 90 46 76 4 91 90 46 73 73 19 73 25 64 70 40 23 63 5 12 8 30 78 29 3 68 62 1 43
79 26 17 44 92 23 42 8 3 19 76 91 19 100 15 68 47 10 48 91 85 51 76 13 44 39 42 18 21 94 56 82 63 84 41 23 91 72 89 79 46 29 86 76 23 49 40 94 89 38 17 23 94 1 90 74 51 99 73 5 24 78 41 79 29 82 73 14 64 19 43 96 10 31 45 41 22 82 12 91 86 82 94 43 58 2 34 27 32 89 9 45 33 14 93 1 7 50 57 94
54 22 53 64 49 45 70 49 13 62 74 84 98 88 29 21 58 10 5 38 3 41 34 14 10 44 22 49 21 94 10 71 12 44 77 79 62 91 4 56 84 22 78 56 21 7 13 43 27 25 53 90 71 93 94 70 34 85 37 39 31 13 7 51 74 71 63 20 7 47 1 55 12 38 85 81 77 62 26 13 4 27 22 82 38 11 61 15 40 51 61 63 85 34 12 83 70 50 24 48
49 48 24 58 6 34 57 60 34 29 35 73 8 20 97 90 86 13 11 86 45 70 53 97 76 30 71 8 50 67 54 69 88 61 74 31 61 39 11 51 92 5 65 74 67 74 87 80 19 16 97 58 23 22 28 25 17 6 55 11 88 56 26 81 19 77 34 41 94 9 12 50 72 51 71 42 36 67 59 2 90 80 76 67 54 15 54 20 19 73 76 75 98 13 14 73 100 13 37 69
45 53 34 50 84 63 74 78 61 5 23 36 52 19 80 78 88 89 52 5 51 43 89 31 7 96 61 35 48 3 44 39 40 36 63 90 88 13 30 18 39 96 57 100 42 35 94 54 78 83 12 25 57 28 53 95 63 98 67 48 8 66 21 9 40 91 65 52 18 100 68 73 4 23 25 26 8 32 5 59 7 47 91 26 36 48 60 65 51 82 16 88 4 31 48 63 77 58 23 61
76 71 45 45 21 34 96 89 12 37 4 50 7 21 74 100 28 29 83 29 87 27 35 84 53 66 3 100 99 88 2 61 17 83 23 77 2 29 33 78 40 92 91 83 36 55 49 45 59 33 28 60 39 87 67 80 51 75 14 1 66 85 48 72 83 77 78 37 39 88 14 62 9 44 36 82 42 36 34 84 92 84 39 25 20 67 98 31 8 77 52 85 41 88 18 93 4 84 64 38
34 54 52 50 95 5 75 91 74 25 44 93 92 29 88 69 82 61 86 46 65 39 22 85 72 24 38 13 61 17 95 34 93 72 98 24 88 43 84 12 29 46 29 96 40 54 43 48 34 75 38 60 16 61 7 82 75 75 80 10 61 25 65 16 88 49 68 39 53 7 20 18 26 44 53 73 59 19 41 92 24 100 11 63 43 81 23 41 82 8 1 58 36 27 98 100 22 74 98 21
63 98 100 12 17 79 56 82 55 52 55 62 50 1 5 69 26 94 48 2 42 97 68 25 3 87 1 81 94 32 29 89 45 40 17 14 50 65 76 40 22 9 6 39 38 59 94 67 77 68 44 56 88 18 44 63 46 97 25 22 52 3 30 29 94 17 28 94 3 76 65 22 16 47 92 84 5 49 82 33 99 69 80 7 77 7 85 14 84 3 7 89 15 54 57 49 16 71 33 61
90 20 27 89 88 81 2 39 54 85 13 85 67 35 80 78 90 18 54 14 66 93 80 16 37 15 14 64 26 78 26 100 34 67 26 46 91 53 38 21 6 71 64 27 89 62 43 31 1 2 86 12 15 74 86 64 20 12 100 66 10 93 93 13 33 83 30 59 38 34 60 7 13 23 6 38 47 87 41 55 95 15 13 98 6 2 18 85 83 22 43 46 57 80 35 94 12 48 44 24
15 52 52 59 35 50 89 62 54 84 22 15 17 90 93 8 21 14 54 76 62 73 87 57 24 79 49 100 46 79 4 88 94 17 62 63 15 53 57 6 9 34 84 41 2 91 87 68 99 96 74 93 73 29 86 44 67 67 89 90 80 13 56 85 94 32 62 45 85 87 83 50 20 72 79 7 2 83 21 65 61 64 22 10 97 63 42 31 43 36 7 65 29 71 83 49 52 31 11 59
57 74 58 12 64 58 41 16 64 96 84 3 14 52 53 5 72 71 1 12 78 80 82 39 66 72 27 84 86 59 44 47 7 29 59 43 72 99 80 77 61 92 85 47 92 58 15 13 98 85 29 1 44 46 82 38 71 67 48 90 14 6 22 64 18 92 96 93 53 14 33 79 26 25 16 51 28 59 25 92 44 14 97 54 6 82 87 76 16 99 58 59 85 76 65 18 64 1 68 95
7 71 56 75 62 66 100 23 89 75 23 94 17 14 50 85 77 78 42 65 50 54 78 89 98 32 36 51 44 38 58 18 18 53 78 90 96 66 39 90 71 41 92 95 71 81 28 26 27 80 92 38 88 45 87 17 91 84 23 65 70 89 82 42 91 15 98 46 72 62 75 74 86 91 54 87 96 69 37 55 2 67 14 4 49 19 7 86 8 26 35 97 21 37 88 33 19 8 89 38
27 97 70 5 46 58 14 79 87 95 72 29 96 83 72 50 31 66 90 37 89 86 7 49 50 54 88 41 71 7 2 96 33 26 80 100 57 29 82 91 91 83 48 97 76 70 95 78 26 100 93 25 38 58 23 88 10 24 23 95 66 16 49 6 55 36 72 34 17 21 75 33 1 43 60 91 20 6 20 42 77 7 100 81 79 85 39 63 74 71 46 10 91 41 68 29 24 67 9 65
21 54 70 69 52 12 45 29 28 85 43 43 47 38 28 97 80 68 61 72 97 84 2 15 86 45 58 31 83 79 80 32 6 88 42 49 15 50 33 70 93 37 4 67 99 48 66 66 58 63 6 38 84 25 42 66 11 13 22 99 69 69 1 81 9 27 86 81 100 28 88 55 14 27 69 90 95 100 56 83 10 96 88 20 4 59 92 43 5 12 10 7 23 33 72 10 74 30 34 53
50 58 81 52 56 41 3 50 87 16 69 1 83 93 80 9 97 96 75 6 90 10 46 65 14 38 88 39 78 12 37 98 57 49 51 85 4 61 21 69 29 18 96 51 70 38 82 19 39 87 94 83 48 2 71 72 19 16 6 1 74 77 51 69 71 11 40 27 96 95 93 45 28 53 83 66 19 21 24 29 79 33 25 15 24 86 73 7 97 71 60 83 71 10 38 86 9 33 13 26
93 75 63 43 46 17 86 84 31 13 37 80 9 25 41 63 58 43 79 85 40 89 75 20 73 73 47 41 55 22 1 41 32 29 92 95 83 56 36 47 18 87 94 43 62 60 58 46 100 40 63 71 14 23 83 78 11 36 18 69 26 34 94 81 10 94 10 3 65 81 4 75 75 52 99 76 28 5 71 34 70 70 61 84 100 20 47 51 29 99 76 94 38 18 60 65 66 12 51 47
65 2 85 31 79 88 22 97 66 18 58 21 23 73 73 85 19 95 94 62 46 6 29 98 63 30 9 34 48 30 6 86 27 67 47 50 61 59 6 6 84 42 14 91 67 82 36 95 34 75 70 73 23 49 84 49 47 76 84 10 67 33 49 29 67 52 46 45 63 62 78 1 65 18 57 22 30 10 66 83 36 28 20 24 21 47 78 92 16 85 30 54 43 93 15 62 87 62 62 27
76 21 83 53 3 32 6 17 74 76 21 18 81 66 6 74 19 8 22 34 24 67 52 77 73 82 3 93 94 85 37 11 28 58 78 61 62 22 29 53 77 19 75 99 24 80 85 66 34 22 93 88 44 59 77 76 9 30 49 50 17 14 3 26 67 65 88 54 20 78 13 23 61 79 77 5 69 65 97 16 12 62 85 17 78 70 1 100 87 84 56 67 54 48 6 90 68 55 30 62
99 49 45 76 95 98 90 74 13 55 18 33 62 99 30 11 37 77 70 53 33 25 1 91 96 1 74 67 16 67 1 49 84 27 89 41 53 47 14 20 55 84 75 33 34 69 55 73 47 79 36 88 51 97 27 53 71 72 62 23 48 72 72 62 33 40 74 45 100 91 51 95 18 85 16 96 30 58 90 21 13 28 66 52 44 71 79 90 88 91 7 21 50 82 1 12 19 61 77 56
12 9 34 29 48 11 78 5 93 50 52 79 84 67 37 92 77 8 100 23 82 64 57 2 26 85 67 37 25 5 77 66 67 90 30 79 22 87 5 47 31 84 1 21 12 36 100 52 46 86 51 52 76 26 67 2 95 91 9 12 71 37 93 72 75 45 45 36 29 78 25 59 52 74 1 34 23 53 65 14 72 10 65 38 44 15 66 33 69 74 33 89 57 49 73 62 99 32 97 44
100 59 88 59 76 4 62 15 34 9 49 82 29 87 90 30 41 53 46 67 69 2 90 34 32 37 12 52 87 96 44 10 71 23 61 41 46 28 74 35 24 96 88 25 64 95 26 31 95 31 34 27 30 26 32 80 46 20 100 14 16 11 87 85 64 79 1 98 70 6 62 48 80 41 64 74 36 63 24 98 66 36 51 29 97 74 17 7 68 55 62 70 5 65 45 51 88 100 23 59
16 90 67 59 41 89 2 2 87 27 49 75 13 42 47 79 34 24 71 34 31 35 61 79 44 47 24 64 55 27 54 90 97 48 47 52 36 58 24 74 17 74 88 30 13 93 35 31 72 56 49 26 19 95 20 61 2 23 54 64 18 81 67 69 93 41 63 39 33 72 73 7 51 13 89 21 8 28 33 61 81 13 58 96 43 34 47 47 72 72 33 45 3 53 16 45 87 78 26 74
74 84 84 69 23 100 37 46 42 87 66 63 100 95 58 11 49 79 37 60 81 19 22 82 44 54 81 79 74 52 10 11 21 44 30 41 41 84 38 91 35 78 83 51 35 57 100 47 96 76 67 58 53 22 24 3 17 94 31 85 33 96 90 96 11 27 22 51 14 13 9 61 71 7 4 99 51 68 98 11 14 34 80 20 11 84 50 40 30 32 95 37 57 81 17 17 68 22 4 5
85 46 42 61 60 70 35 71 57 18 90 70 23 76 77 59 81 96 82 73 56 68 82 82 69 40 45 62 70 30 12 57 40 47 53 34 20 39 2 1 67 98 18 45 37 61 69 2 89 63 97 62 39 2 99 56 38 77 30 1 71 48 25 53 72 56 51 32 21 92 95 83 50 49 29 34 11 55 81 31 67 98 79 89 88 35 37 84 96 69 35 53 25 9 24 18 38 15 82 59
80 58 35 90 80 63 25 42 3 20 7 69 3 24 14 37 35 17 92 57 94 2 30 12 20 2 64 28 44 54 40 64 48 60 90 5 43 11 97 19 8 35 100 51 10 70 61 24 25 33 49 2 16 99 92 32 50 99 57 32 95 5 26 59 95 99 13 67 86 27 61 50 88 40 42 21 81 94 6 96 71 67 16 33 62 82 39 26 47 7 86 28 15 31 82 56 42 2 22 36
